,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1703,0.1710,0.1690,0.1698,0.0000,0.1700,0.0007
1,10.0000,0.6892,0.6778,0.6785,0.6084,0.0000,0.6635,0.0321
