,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2225,0.2299,0.2242,0.2287,0.0000,0.2263,0.0031
1,10.0000,0.8261,0.8372,0.8476,0.8356,0.0000,0.8366,0.0076
