,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1698,0.1712,0.0000,0.0000,0.0000,0.1705,0.0007
1,10.0000,0.6777,0.6468,0.0000,0.0000,0.0000,0.6622,0.0155
