,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2285,0.2327,0.0000,0.0000,0.0000,0.2306,0.0021
1,10.0000,0.8474,0.8367,0.0000,0.0000,0.0000,0.8421,0.0053
