,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1713,0.1704,0.1711,0.1687,0.1687,0.1701,0.0011
1,10.0000,0.7052,0.6808,0.6849,0.6570,0.7056,0.6867,0.0180
