,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1694,0.0000,0.0000,0.0000,0.0000,0.1694,0.0000
1,10.0000,0.6491,0.0000,0.0000,0.0000,0.0000,0.6491,0.0000
