,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1698,0.1712,0.1707,0.1676,0.1690,0.1696,0.0013
1,10.0000,0.6777,0.6468,0.6978,0.6455,0.6117,0.6559,0.0296
