,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2185,0.2340,0.2318,0.2142,0.2298,0.2256,0.0079
1,10.0000,0.8243,0.8365,0.8405,0.8454,0.8391,0.8372,0.0070
