,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1694,0.1706,0.0000,0.0000,0.0000,0.1700,0.0006
1,10.0000,0.6491,0.6701,0.0000,0.0000,0.0000,0.6596,0.0105
