,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1684,0.1693,0.1689,0.0000,0.0000,0.1689,0.0003
1,10.0000,0.5993,0.6227,0.6244,0.0000,0.0000,0.6155,0.0114
