,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2285,0.2327,0.2233,0.0000,0.0000,0.2282,0.0039
1,10.0000,0.8474,0.8367,0.8351,0.0000,0.0000,0.8397,0.0054
