,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2285,0.2327,0.2233,0.2268,0.0000,0.2278,0.0034
1,10.0000,0.8474,0.8367,0.8351,0.8018,0.0000,0.8303,0.0171
