,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1686,0.1691,0.0000,0.0000,0.0000,0.1688,0.0003
1,10.0000,0.6861,0.6163,0.0000,0.0000,0.0000,0.6512,0.0349
