,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2172,0.2220,0.2225,0.2370,0.2330,0.2263,0.0074
1,10.0000,0.8056,0.8196,0.8161,0.8295,0.8178,0.8177,0.0077
