,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1701,0.1706,0.1706,0.1685,0.0000,0.1699,0.0009
1,10.0000,0.6648,0.6557,0.6293,0.6670,0.0000,0.6542,0.0150
