,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1701,0.1706,0.1706,0.1685,0.1695,0.1698,0.0008
1,10.0000,0.6648,0.6557,0.6293,0.6670,0.6625,0.6559,0.0138
