,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2185,0.2340,0.2318,0.2142,0.0000,0.2246,0.0085
1,10.0000,0.8243,0.8365,0.8405,0.8454,0.0000,0.8367,0.0078
