,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1713,0.1704,0.1711,0.0000,0.0000,0.1710,0.0004
1,10.0000,0.7052,0.6808,0.6849,0.0000,0.0000,0.6903,0.0106
