,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2464,0.2121,0.0000,0.0000,0.0000,0.2293,0.0171
1,10.0000,0.8577,0.8149,0.0000,0.0000,0.0000,0.8363,0.0214
