,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1694,0.1706,0.1695,0.1703,0.1695,0.1699,0.0005
1,10.0000,0.6491,0.6701,0.6953,0.6635,0.7021,0.6760,0.0199
