,epoch,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,mean,std
0,1.0000,0.3625,0.4186,0.4317,0.4463,0.4301,0.4706,0.4648,0.0000,0.0000,0.0000,0.4321,0.0333
1,10.0000,0.8575,0.8625,0.8600,0.8648,0.8588,0.8650,0.8583,0.0000,0.0000,0.0000,0.8610,0.0029
