,epoch,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,mean,std
0,1.0000,0.2041,0.2310,0.2413,0.2474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2309,0.0166
1,10.0000,0.7056,0.7283,0.7262,0.7299,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7225,0.0098
