,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2225,0.2299,0.2242,0.0000,0.0000,0.2255,0.0032
1,10.0000,0.8261,0.8372,0.8476,0.0000,0.0000,0.8370,0.0088
