,epoch,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,mean,std
0,1.0000,0.3625,0.4186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3906,0.0280
1,10.0000,0.8575,0.8625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8600,0.0025
