,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2336,0.2296,0.2324,0.2202,0.2188,0.2269,0.0062
1,10.0000,0.8452,0.8414,0.8348,0.8358,0.8570,0.8428,0.0080
