,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1692,0.1697,0.1724,0.1709,0.0000,0.1706,0.0012
1,10.0000,0.6856,0.6370,0.6483,0.6653,0.0000,0.6591,0.0183
