,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2285,0.2327,0.2233,0.2268,0.2372,0.2297,0.0048
1,10.0000,0.8474,0.8367,0.8351,0.8018,0.8415,0.8325,0.0159
