,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1685,0.1713,0.0000,0.0000,0.0000,0.1699,0.0014
1,10.0000,0.6373,0.6719,0.0000,0.0000,0.0000,0.6546,0.0173
