,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1692,0.1697,0.1724,0.0000,0.0000,0.1705,0.0014
1,10.0000,0.6856,0.6370,0.6483,0.0000,0.0000,0.6570,0.0208
