,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2464,0.2121,0.2200,0.0000,0.0000,0.2262,0.0147
1,10.0000,0.8577,0.8149,0.8206,0.0000,0.0000,0.8311,0.0190
