,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2221,0.2250,0.2416,0.2323,0.2252,0.2292,0.0070
1,10.0000,0.8325,0.8319,0.8275,0.8314,0.8363,0.8319,0.0028
