,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2187,0.2218,0.0000,0.0000,0.0000,0.2203,0.0015
1,10.0000,0.8427,0.8221,0.0000,0.0000,0.0000,0.8324,0.0103
