,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1698,0.1712,0.1707,0.0000,0.0000,0.1705,0.0006
1,10.0000,0.6777,0.6468,0.6978,0.0000,0.0000,0.6741,0.0210
