,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2187,0.2218,0.2375,0.0000,0.0000,0.2260,0.0082
1,10.0000,0.8427,0.8221,0.8410,0.0000,0.0000,0.8353,0.0093
