,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2246,0.2308,0.0000,0.0000,0.0000,0.2277,0.0031
1,10.0000,0.8322,0.8284,0.0000,0.0000,0.0000,0.8303,0.0019
