,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2464,0.2121,0.2200,0.2448,0.2245,0.2296,0.0137
1,10.0000,0.8577,0.8149,0.8206,0.8405,0.8396,0.8347,0.0154
