,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1685,0.1713,0.1706,0.1678,0.0000,0.1695,0.0014
1,10.0000,0.6373,0.6719,0.6838,0.6816,0.0000,0.6687,0.0186
