,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.2225,0.2299,0.0000,0.0000,0.0000,0.2262,0.0037
1,10.0000,0.8261,0.8372,0.0000,0.0000,0.0000,0.8316,0.0055
