,epoch,Run1,Run2,Run3,Run4,Run5,Run6,Run7,Run8,Run9,Run10,mean,std
0,1.0000,0.2041,0.2310,0.2413,0.2474,0.2424,0.3036,0.2710,0.0000,0.0000,0.0000,0.2487,0.0291
1,10.0000,0.7056,0.7283,0.7262,0.7299,0.7215,0.7363,0.7195,0.0000,0.0000,0.0000,0.7239,0.0091
