,epoch,fold1,fold2,fold3,fold4,fold5,mean,std
0,1.0000,0.1736,0.1675,0.0000,0.0000,0.0000,0.1705,0.0030
1,10.0000,0.7187,0.6165,0.0000,0.0000,0.0000,0.6676,0.0511
